simulated time	num cells	num division	num death	wall time	oxygen	tnf
0	1137	1137	0	0.0793942	18999	274.461
40	1164	27	0	109.796	4.02638e-05	7.30081
80	1164	0	0	92.9927	8.57966e-14	0.029912
120	1164	0	0	92.7281	1.8282e-22	0.000122552
160	1164	0	0	93.1719	3.89565e-31	5.02105e-07
200	1164	0	0	92.2478	8.30107e-40	2.05716e-09
240	1164	0	0	93.2047	1.76884e-48	8.42837e-12
280	1164	0	0	93.2049	3.76915e-57	3.45317e-14
320	1164	0	0	93.2213	8.03153e-66	1.41479e-16
360	1164	0	0	91.9447	1.71141e-74	5.79651e-19
400	1164	0	0	91.2643	3.64677e-83	2.37488e-21
440	1164	0	0	92.3802	7.77075e-92	9.73007e-24
480	1164	0	0	93.7132	1.65584e-100	3.98649e-26
520	1164	0	0	92.7072	3.52835e-109	1.6333e-28
560	1164	0	0	91.4507	7.51843e-118	6.69174e-31
600	1164	0	0	91.7677	1.60207e-126	2.74166e-33
640	1164	0	0	92.9223	3.41379e-135	1.12328e-35
680	1164	0	0	100.548	7.2743e-144	438.12
720	1164	0	0	100.193	1.55005e-152	3.68099
760	1164	0	0	92.8656	3.30294e-161	0.0150813
800	1164	0	0	92.9154	7.0381e-170	6.17894e-05
840	1164	0	0	92.8953	1.49972e-178	2.53156e-07
880	1164	0	0	91.9867	3.19569e-187	1.0372e-09
920	1164	0	0	92.8335	6.80957e-196	4.24949e-12
960	1164	0	0	92.922	1.45102e-204	1.74105e-14
1000	1164	0	0	92.8627	3.09193e-213	7.13323e-17
1040	1164	0	0	92.3813	6.58846e-222	2.92254e-19
1080	1164	0	0	92.3949	1.40391e-230	1.19739e-21
1120	1164	0	0	92.8411	2.99153e-239	4.9058e-24
1160	1164	0	0	91.9182	6.37453e-248	2.00994e-26
1200	1164	0	0	93.676	1.35832e-256	8.2349e-29
1240	1164	0	0	91.6388	2.89439e-265	3.37391e-31
1280	1164	0	0	91.2694	6.16755e-274	1.38232e-33
1320	1164	0	0	92.0762	1.31422e-282	5.66346e-36
1360	1164	0	0	108.566	2.80041e-291	449.402
1400	1164	0	0	92.5814	5.96729e-300	1.8515
1440	1164	0	0	90.6457	0	0.00758575
1440.02	1164	0	0	0.158152	0	0.00756493
